Unnamed: 0,PID,Year,Title,Info.type,Source.in.paper,Task.variable.decoded,Accuracy.50,Accuracy.other,Num_classes,Significance,Roi.Search,Pattern.type,Classifier.type,Classifier.Fitted,Scanner,Resolution,Smoothing,Coregistration,Movement.Correction,Pattern.normalization.type,Num_subs,Num_trials,Num_class_types,Talairach.Coordinates,MNI.Coordinates,Coordinate.Space,ROI.Atlas,BA,AAL,Desikan,OxHarvard,Destrieux,Unkown Atlas,Method.of.Assigning.Region,Region.name,Voxel.numbers,Training.setsize,Accuracy.50.Median,Notes,More.Notes,Accuracy.50.original,Region.AAL.1
219,13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.57,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-28,-11,55","-28,-14,59",Talairach,,,,,,,,coordinate transfer,PMd left,73,39,,,,0.57,Precentral_L
220,13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right grasping,0.57,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-48,-2,39","-48,4,42",Talairach,,,,,,,,coordinate transfer,PMv left,59,39,,,,0.57,Precentral_L
221,13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right grasping,0.58,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-28,-11,55","-28,-14,59",Talairach,,,,,,,,coordinate transfer,PMd left,73,39,,,,0.58,Precentral_L
222,13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right reaching,0.6,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-28,-11,55","-28,-14,59",Talairach,,,,,,,,coordinate transfer,PMd left,73,39,,,,0.6,Precentral_L
223,13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right grasping,0.6,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"26,-11,55","26,8,60",Talairach,,,,,,,,coordinate transfer,PMd right,63,39,,,,0.6,Frontal_Sup_R
224,13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right cross-grasping and reaching,0.63,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"26,-11,55","26,8,60",Talairach,,,,,,,,coordinate transfer,PMd right,63,40,,,,0.63,Frontal_Sup_R
225,13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right reaching,0.64,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"26,-11,55","26,8,60",Talairach,,,,,,,,coordinate transfer,PMd right,63,39,,,,0.64,Frontal_Sup_R
226,16,2012,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Image sub-categories natural vs manmade scenes,0.495,,2,0,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,,,AAL,,Frontal_Sup_Orb_L; Frontal_Mid_Orb_L;Frontal_Sup_Orb_R; Frontal_Mid_Orb_R,,,,,They used AAL,"aalFrontal sup-orb, Frontal-mid-orb",1198,70,,,,0.495,Frontal_Sup_Orb_L; Frontal_Mid_Orb_L;Frontal_Sup_Orb_R; Frontal_Mid_Orb_R
227,16,2012,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Image sub-categories male vs female faces,0.502,,2,0,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,,,AAL,,Frontal_Sup_Orb_L; Frontal_Mid_Orb_L;Frontal_Sup_Orb_R; Frontal_Mid_Orb_R,,,,,They used AAL,"aalFrontal sup-orb, Frontal-mid-orb",1198,70,,,,0.502,Frontal_Sup_Orb_L; Frontal_Mid_Orb_L;Frontal_Sup_Orb_R; Frontal_Mid_Orb_R
228,16,2012,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Image sub-categories natural vs manmade scenes,0.506,,2,0,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,,,AAL,,Cingulum_Ant_L; Cingulum_Ant_R; Frontal_Sup_Medial_R; Frontal_Sup_Medial_L,,,,,They used AAL,"aal cingulum-Ant, frontal-sup-med,frontal-med-orb",2980,70,,,,0.506,Cingulum_Ant_L; Cingulum_Ant_R; Frontal_Sup_Medial_R; Frontal_Sup_Medial_L
229,16,2012,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Image sub-categories natural vs manmade scenes,0.515,,2,0,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,,,AAL,,Frontal_Inf_Orb_L; Frontal_Inf_Tri_L; Frontal_Inf_Oper_L; Frontal_Inf_Orb_R; Frontal_Inf_Tri_R; Frontal_Inf_Oper_R,,,,,They used AAL,"aal Frontal-Inf-Orb, Frontal-Inf-tri, Frontal-Inf-Oper",3398,70,,,,0.515,Frontal_Inf_Orb_L; Frontal_Inf_Tri_L; Frontal_Inf_Oper_L; Frontal_Inf_Orb_R; Frontal_Inf_Tri_R; Frontal_Inf_Oper_R
230,16,2012,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Image sub-categories natural vs manmade scenes,0.532,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,,,AAL,,Frontal_Sup_L; Frontal_Sup_R,,,,,They used AAL,aal Frontal-Sup,2314,70,,,,0.532,Frontal_Sup_L; Frontal_Sup_R
231,16,2012,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Image sub-categories male vs female faces,0.535,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,,,AAL,,Cingulum_Ant_L; Cingulum_Ant_R; Frontal_Sup_Medial_R; Frontal_Sup_Medial_L,,,,,They used AAL,"aal cingulum-Ant, frontal-sup-med,frontal-med-orb",2980,70,,,,0.535,Cingulum_Ant_L; Cingulum_Ant_R; Frontal_Sup_Medial_R; Frontal_Sup_Medial_L
232,16,2012,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Image sub-categories male vs female faces,0.54,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,,,AAL,,Frontal_Sup_L; Frontal_Sup_R,,,,,They used AAL,aal Frontal-Sup,2314,70,,,,0.54,Frontal_Sup_L; Frontal_Sup_R
233,16,2012,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Image sub-categories male vs female faces,0.547,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,,,AAL,,Frontal_Inf_Orb_L; Frontal_Inf_Tri_L; Frontal_Inf_Oper_L; Frontal_Inf_Orb_R; Frontal_Inf_Tri_R; Frontal_Inf_Oper_R,,,,,They used AAL,"aal Frontal-Inf-Orb, Frontal-Inf-tri, Frontal-Inf-Oper",3398,70,,,,0.547,Frontal_Inf_Orb_L; Frontal_Inf_Tri_L; Frontal_Inf_Oper_L; Frontal_Inf_Orb_R; Frontal_Inf_Tri_R; Frontal_Inf_Oper_R
234,16,2012,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Image sub-categories male vs female faces,0.551,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,,,AAL,,Frontal_Mid_L; Frontal_Mid_R,,,,,They used AAL,aal Frontal-Mid,3052,70,,,,0.551,Frontal_Mid_L; Frontal_Mid_R
235,16,2012,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Image sub-categories natural vs manmade scenes,0.552,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,,,AAL,,Frontal_Mid_L; Frontal_Mid_R,,,,,They used AAL,aal Frontal-Mid,3052,70,,,,0.552,Frontal_Mid_L; Frontal_Mid_R
236,16,2012,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Whether they were viewing faces or scenes during encoding trials,0.58,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,,,AAL,,Frontal_Sup_Orb_L; Frontal_Mid_Orb_L;Frontal_Sup_Orb_R; Frontal_Mid_Orb_R,,,,,They used AAL,"aalFrontal sup-orb, Frontal-mid-orb",1198,70,,,,0.58,Frontal_Sup_Orb_L; Frontal_Mid_Orb_L;Frontal_Sup_Orb_R; Frontal_Mid_Orb_R
237,16,2012,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Whether they were viewing faces or scenes during encoding trials,0.69,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,,,AAL,,Frontal_Sup_L; Frontal_Sup_R,,,,,They used AAL,aal Frontal-Sup,2314,70,,,,0.69,Frontal_Sup_L; Frontal_Sup_R
238,16,2012,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Whether they were viewing faces or scenes during encoding trials,0.7,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,,,AAL,,Frontal_Mid_L; Frontal_Mid_R,,,,,They used AAL,aal Frontal-Mid,3052,70,,,,0.7,Frontal_Mid_L; Frontal_Mid_R
239,16,2012,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Whether they were viewing faces or scenes during encoding trials,0.74,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,,,AAL,,Cingulum_Ant_L; Cingulum_Ant_R; Frontal_Sup_Medial_R; Frontal_Sup_Medial_L,,,,,They used AAL,"aal cingulum-Ant, frontal-sup-med,frontal-med-orb",2980,70,,,,0.74,Cingulum_Ant_L; Cingulum_Ant_R; Frontal_Sup_Medial_R; Frontal_Sup_Medial_L
240,16,2012,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Whether they were viewing faces or scenes during encoding trials,0.75,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,,,AAL,,Frontal_Inf_Orb_L; Frontal_Inf_Tri_L; Frontal_Inf_Oper_L; Frontal_Inf_Orb_R; Frontal_Inf_Tri_R; Frontal_Inf_Oper_R,,,,,They used AAL,"aal Frontal-Inf-Orb, Frontal-Inf-tri, Frontal-Inf-Oper",3398,70,,,,0.75,Frontal_Inf_Orb_L; Frontal_Inf_Tri_L; Frontal_Inf_Oper_L; Frontal_Inf_Orb_R; Frontal_Inf_Tri_R; Frontal_Inf_Oper_R
241,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 3,classified complex Rule during simple Rule task,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-48,-7,38;50,1,31","-48,-9,41;51,-1,34",Talairach,,,,,,,,coordinate transfer,PMv,100,112,,,,0.52,Postcentral_L;Precentral_R
242,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,figure 6,within-category Rule,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-36,-11,53","-36,-14,57",Talairach,,,,,,,,coordinate transfer,PMd,100,112,,,,0.53,Precentral_L
243,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,figure 6,within-category Rule,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-48,-7,38;50,1,31","-48,-9,41;51,-1,34",Talairach,,,,,,,,coordinate transfer,PMv,100,112,,,,0.54,Postcentral_L;Precentral_R
244,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 3,classified complex Rule during simple Rule task,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-37,32,30;38,28,26","-37,31,34;38,27,30",Talairach,,,,,,,,coordinate transfer,DLPFC,100,112,,,,0.54,Frontal_Mid_L;Frontal_Mid_R
245,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 5,classified other simple Rule during simple Rule task,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-37,32,30;38,28,26","-37,31,34;38,27,30",Talairach,,,,,,,,coordinate transfer,DLPFC,100,112,,,,0.54,Frontal_Mid_L;Frontal_Mid_R
246,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 3,classified complex Rule during simple Rule task,0.55,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-36,-11,53","-36,-14,57",Talairach,,,,,,,,coordinate transfer,PMd,100,112,,,,0.55,Precentral_L
247,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,figure 6,within-category Rule,0.54,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-37,32,30;38,28,26","-37,31,34;38,27,30",Talairach,,,,,,,,coordinate transfer,DLPFC,100,112,,,,0.54,Frontal_Mid_L;Frontal_Mid_R
248,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,figure 6,between-category Rules,0.56,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-37,32,30;38,28,26","-37,31,34;38,27,30",Talairach,,,,,,,,coordinate transfer,DLPFC,100,112,,,,0.56,Frontal_Mid_L;Frontal_Mid_R
249,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 5,classified complex Rule during complex Rule task,0.58,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-36,-11,53","-36,-14,57",Talairach,,,,,,,,coordinate transfer,PMd,100,112,,,,0.58,Precentral_L
250,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 5,classified complex Rule during complex Rule task,0.58,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-48,-7,38;50,1,31","-48,-9,41;51,-1,34",Talairach,,,,,,,,coordinate transfer,PMv,100,112,,,,0.58,Postcentral_L;Precentral_R
251,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 5,classified other simple Rule during simple Rule task,0.58,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-48,-7,38;50,1,31","-48,-9,41;51,-1,34",Talairach,,,,,,,,coordinate transfer,PMv,100,112,,,,0.58,Postcentral_L;Precentral_R
252,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 3,classified simple Rule during complex Rule task,0.6,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-37,32,30;38,28,26","-37,31,34;38,27,30",Talairach,,,,,,,,coordinate transfer,DLPFC,100,112,,,,0.6,Frontal_Mid_L;Frontal_Mid_R
253,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 5,classified complex Rule during complex Rule task,0.6,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-37,32,30;38,28,26","-37,31,34;38,27,30",Talairach,,,,,,,,coordinate transfer,DLPFC,100,112,,,,0.6,Frontal_Mid_L;Frontal_Mid_R
254,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 5,classified other simple Rule during simple Rule task,0.61,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-36,-11,53","-36,-14,57",Talairach,,,,,,,,coordinate transfer,PMd,100,112,,,,0.61,Precentral_L
255,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,figure 6,between-category,0.61,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-48,-7,38;50,1,31","-48,-9,41;51,-1,34",Talairach,,,,,,,,coordinate transfer,PMv,100,112,,,,0.61,Postcentral_L;Precentral_R
256,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,figure 6,between-category,0.62,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-36,-11,53","-36,-14,57",Talairach,,,,,,,,coordinate transfer,PMd,100,112,,,,0.62,Precentral_L
257,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 3,classified simple Rule during complex Rule task,0.64,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-36,-11,53","-36,-14,57",Talairach,,,,,,,,coordinate transfer,PMd,100,112,,,,0.64,Precentral_L
258,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 3,classified simple Rule during simple Rule task,0.65,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-37,32,30;38,28,26","-37,31,34;38,27,30",Talairach,,,,,,,,coordinate transfer,DLPFC,100,112,,,,0.65,Frontal_Mid_L;Frontal_Mid_R
259,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 5,classified other simple Rule during complex Rule task,0.66,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-37,32,30;38,28,26","-37,31,34;38,27,30",Talairach,,,,,,,,coordinate transfer,DLPFC,100,112,,,,0.66,Frontal_Mid_L;Frontal_Mid_R
260,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 3,classified simple Rule during complex Rule task,0.68,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-48,-7,38;50,1,31","-48,-9,41;51,-1,34",Talairach,,,,,,,,coordinate transfer,PMv,100,112,,,,0.68,Postcentral_L;Precentral_R
261,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 3,classified simple Rule during simple Rule task,0.71,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-36,-11,53","-36,-14,57",Talairach,,,,,,,,coordinate transfer,PMd,100,112,,,,0.71,Precentral_L
262,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 3,classified simple Rule during simple Rule task,0.71,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-48,-7,38;50,1,31","-48,-9,41;51,-1,34",Talairach,,,,,,,,coordinate transfer,PMv,100,112,,,,0.71,Postcentral_L;Precentral_R
263,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 5,classified other simple Rule during complex Rule task,0.71,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-48,-7,38;50,1,31","-48,-9,41;51,-1,34",Talairach,,,,,,,,coordinate transfer,PMv,100,112,,,,0.71,Postcentral_L;Precentral_R
264,18,2007,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 5,classified other simple Rule during complex Rule task,0.74,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,1024.0,4.0,"-36,-11,53","-36,-14,57",Talairach,,,,,,,,coordinate transfer,PMd,100,112,,,,0.74,Precentral_L
265,20,2012,Distributed representations of Rule identity and Rule order in human frontal cortex and striatum.,Rule,Table 2,which part of the Response mapping the subjects responded to first,0.541,,2,1,Searchlight Peak,Multi-Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3.75mm,unsmooth,Native Space,Movement Correction,None,14,288.0,4.0,,"33,-28,40",MNI,,,,,,,,coordinate transfer,precentral gyrus premotor,436,72,0.541,mean searchlight accuracy in cluster. ,,0.554,Postcentral_R
266,20,2012,Distributed representations of Rule identity and Rule order in human frontal cortex and striatum.,Rule,Table 2,which mapping subjects used to respond to a detection task of furniture or transport objects,0.531,,2,1,Searchlight Peak,Multi-Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3.75mm,unsmooth,Native Space,Movement Correction,None,14,288.0,4.0,,"30,18,62",MNI,,,,,,,,coordinate transfer,right superior frontal lobe,113,72,0.531,,,0.576,Frontal_Sup_R
267,20,2012,Distributed representations of Rule identity and Rule order in human frontal cortex and striatum.,Rule,Table 2,which mapping subjects used to respond to a detection task of furniture or transport objects,0.532,,2,1,Searchlight Peak,Multi-Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3.75mm,unsmooth,Native Space,Movement Correction,None,14,288.0,4.0,,"44,36,-4",MNI,,,,,,,,coordinate transfer,inferior frontal gyrus,263,72,0.532,,,0.628,Frontal_Inf_Orb_R
268,21,2012,Compositionality of Rule representations in human prefrontal cortex.,Rule,Text,Simple Rule identity from compound Rules,0.55,,2,1,Searchlight Peak,Multi-Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3.75mm,unsmooth,Native Space,Movement Correction,None,13,288.0,6.0,,,,BA,46,,,,,,atlas comparison,right lateral inferior frontal cortex,268,20,,,,0.55, Frontal_Mid_R;Frontal_Inf_Tri_R
269,21,2012,Compositionality of Rule representations in human prefrontal cortex.,Rule,Text,Compound Rule identity from simple Rules,0.56,,2,1,Searchlight Peak,Multi-Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3.75mm,unsmooth,Native Space,Movement Correction,None,13,288.0,6.0,,"42,53,1",MNI,,,,,,,,coordinate transfer,"right lateral inferior frontal cortex BA 47, 46",268,20,,,,0.56,Frontal_Mid_R
270,21,2012,Compositionality of Rule representations in human prefrontal cortex.,Rule,Text,which compound Rule subjects were using tested across cues,0.57,,2,1,Searchlight Peak,Multi-Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3.75mm,unsmooth,Native Space,Movement Correction,None,13,288.0,6.0,,"48,50,4",MNI,,,,,,,,coordinate transfer,right inferior frontal lobe BA 47,268,20,,,,0.57,Frontal_Mid_R
271,22,2013,Network structure and dynamics of the mental workspace,Rule,Figure 3,manipulating parts vs whole object,0.492,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3.5mm,smoothed,Native Space,Movement Correction,None,15,160.0,4.0,,,,unkown,,,,,,FO,name similarity,FO,NR,158,,,,0.492,Frontal_Inf_Oper_L;Frontal_Inf_Oper_R
272,22,2013,Network structure and dynamics of the mental workspace,Rule,Figure 3,manipulating parts vs whole object,0.506,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3.5mm,smoothed,Native Space,Movement Correction,None,15,160.0,4.0,,,,unkown,,,,,,MFC,name similarity,MFC,NR,158,,,,0.506,Cingulum_Mid_L;Cingulum_Ant_R;Cingulum_Ant_L;Cingulum_Mid_R
273,22,2013,Network structure and dynamics of the mental workspace,Rule,Figure 3,manipulating parts vs whole object,0.515,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3.5mm,smoothed,Native Space,Movement Correction,None,15,160.0,4.0,,,,unkown,,,,,,SEF,name similarity,SEF,NR,158,,,,0.515, Supp_Motor_Area_R;Supp_Motor_Area_L
274,22,2013,Network structure and dynamics of the mental workspace,Rule,Figure 3,maintaining parts vs whole object,0.537,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3.5mm,smoothed,Native Space,Movement Correction,None,15,160.0,4.0,,,,unkown,,,,,,FO,name similarity,FO,NR,158,,,,0.537,Frontal_Inf_Oper_L;Frontal_Inf_Oper_R
