PID,Title,Info.type,Source.in.paper,Task.variable.decoded,Accuracy.50,Accuracy.other,Num_classes,Significance,Roi.Search,Pattern.type,Classifier.type,Classifier.Fitted,Scanner,Resolution,Smoothing,Coregistration,Movement.Correction,Pattern.normalization.type,Num_subs,Talairach.Coordinates,MNI.Coordinates,Coordinate.Space,ROI.Atlas,BA,AAL,Desikan,OxHarvard,Destrieux,Unkown Atlas,Method.of.Assigning.Region,Region.name,Region.AAL.1
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"8,9,46",,,,,,atlas comparison,DLPFC L, Frontal_Sup_L; Supp_Motor_Area_L; Frontal_Sup_Medial_L; Frontal_Inf_Tri_L;Frontal_Mid_L; Frontal_Mid_L
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"24, 32",,,,,,atlas comparison,rACC L, Cingulum_Ant_L
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,unkown,"24,32",,,,,rACC R,name similarity,rACC R,Cingulum_Ant_R
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"44,45,47,12",,,,,,atlas comparison,VLFPC L,Frontal_Inf_Orb_L;Frontal_Inf_Oper_L;Frontal_Inf_Tri_L; Frontal_Sup_Orb_L;Frontal_Mid_Orb_L
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"44,45,47,12",,,,,,atlas comparison,VLPFC R, Frontal_Sup_Orb_R; Frontal_Inf_Tri_R; Frontal_Mid_Orb_R; Frontal_Inf_Oper_R; Frontal_Inf_Orb_R
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"24, 32",,,,,,atlas comparison,dACC L, Cingulum_Ant_L
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"8,9,46",,,,,,atlas comparison,DLPFC R, Frontal_Mid_R; Frontal_Sup_Medial_R;Frontal_Inf_Tri_R; Supp_Motor_Area_R;Frontal_Sup_R; Frontal_Sup_R
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"24, 32",,,,,,atlas comparison,rACC L, Cingulum_Ant_L
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,unkown,,,,,,Anterior Insula L,name similarity,Anterior Insula L,Insula_L
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,unkown,,,,,,Anterior Insula L,name similarity,Anterior Insula L,Insula_L
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,unkown,,,,,,Anterior Insula R,name similarity,Anterior Insula R,Insula_R
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,unkown,"24,32",,,,,dACC L,name similarity,dACC L,Cingulum_Ant_L
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"24, 32",,,,,,atlas comparison,dACC R,Cingulum_Ant_R; Cingulum_Mid_R
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"24, 32",,,,,,atlas comparison,rACC R,Cingulum_Ant_R; Cingulum_Mid_R
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.55,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"10,11,12,13,14,47",,,,,,atlas comparison,OFC L, Frontal_Sup_L;Frontal_Inf_Orb_L;Frontal_Mid_Orb_L; Frontal_Sup_Orb_L;Frontal_Sup_Medial_L
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.55,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"44,45,47,12",,,,,,atlas comparison,VLPFC R, Frontal_Sup_Orb_R; Frontal_Inf_Tri_R; Frontal_Mid_Orb_R; Frontal_Inf_Oper_R; Frontal_Inf_Orb_R
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.555,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"10,11,12,13,14,47",,,,,,atlas comparison,OFC L, Frontal_Sup_L;Frontal_Inf_Orb_L;Frontal_Mid_Orb_L; Frontal_Sup_Orb_L;Frontal_Sup_Medial_L
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.56,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"10,11,12,13,14,47",,,,,,atlas comparison,OFC R, Frontal_Sup_Medial_R; Frontal_Sup_Orb_R; Frontal_Mid_Orb_R; Frontal_Inf_Orb_R; Frontal_Sup_R
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.56,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"10,11,12,13,14,47",,,,,,atlas comparison,OFC R, Frontal_Sup_Medial_R; Frontal_Sup_Orb_R; Frontal_Mid_Orb_R; Frontal_Inf_Orb_R; Frontal_Sup_R
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.56,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"44,45,47,12",,,,,,atlas comparison,VLPFC L,Frontal_Inf_Orb_L;Frontal_Inf_Oper_L;Frontal_Inf_Tri_L; Frontal_Sup_Orb_L;Frontal_Mid_Orb_L
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.57,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,unkown,,,,,,Anterior Insula R,name similarity,Anterior Insula R,Insula_R
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.57,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"8,9,46",,,,,,atlas comparison,DLPFC L, Frontal_Sup_L; Supp_Motor_Area_L; Frontal_Sup_Medial_L; Frontal_Inf_Tri_L;Frontal_Mid_L; Frontal_Mid_L
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.57,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"8,9,46",,,,,,atlas comparison,DLPFC R, Frontal_Mid_R; Frontal_Sup_Medial_R;Frontal_Inf_Tri_R; Supp_Motor_Area_R;Frontal_Sup_R; Frontal_Sup_R
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.48,,2,0,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Sup_Orb_R,,,,,They used AAL,Frontal Sup Orb R,Frontal_Sup_Orb_R
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.51,,2,0,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Supp_Motor_Area_R,,,,,They used AAL,Supp Motor Area R,Supp_Motor_Area_R
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.53,,2,0,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Sup_Orb_L,,,,,They used AAL,Frontal Sup Orb L,Frontal_Sup_Orb_L
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.54,,2,0,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Cingulum_Ant_R,,,,,They used AAL,Anterior Cingulate R,Cingulum_Ant_R
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.54,,2,0,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Insula_L,,,,,They used AAL,Insula L,Insula_L
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.54,,2,0,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Insula_R,,,,,They used AAL,Insula R,Insula_R
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.54,,2,0,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Precentral_R,,,,,They used AAL,Precentral R,Precentral_R
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.56,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Inf_Oper_R,,,,,They used AAL,Frontal Inf Oper R,Frontal_Inf_Oper_R
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.56,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Med_Orb_R,,,,,They used AAL,Frontal Med Orb R,Frontal_Med_Orb_R
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.56,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Med_Orb_R,,,,,They used AAL,Frontal Mid Orb R,Frontal_Med_Orb_R
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.57,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Med_Orb_L,,,,,They used AAL,Frontal Med Orb L,Frontal_Med_Orb_L
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.57,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Supp_Motor_Area_L,,,,,They used AAL,SMA L,Supp_Motor_Area_L
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.58,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Inf_Orb_R,,,,,They used AAL,Frontal Inf Orb R,Frontal_Inf_Orb_R
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.58,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Mid_R,,,,,They used AAL,Frontal Mid R,Frontal_Mid_R
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.59,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Inf_Oper_L,,,,,They used AAL,Frontal Inf Oper L,Frontal_Inf_Oper_L
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.59,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Sup_R,,,,,They used AAL,Frontal Sup R,Frontal_Sup_R
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.6,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Mid_Orb_L,,,,,They used AAL,Frontal Mid Orb L,Frontal_Mid_Orb_L
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.6,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Sup_Medial_R,,,,,They used AAL,Frontal Sup Medial R,Frontal_Sup_Medial_R
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.62,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Inf_Tri_R,,,,,They used AAL,Frontal Inf Tri R,Frontal_Inf_Tri_R
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.63,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Sup_Medial_L,,,,,They used AAL,Frontal Sup Medial L,Frontal_Sup_Medial_L
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.64,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Sup_L,,,,,They used AAL,Frontal Sup L,Frontal_Sup_L
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.67,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Mid_L,,,,,They used AAL,Frontal Mid L,Frontal_Mid_L
10,We used a linear support vector machine (SVM) classifier to determine whether patterns of activity from different brain areas could be decoded when participants held a low or high tone in WM.  inferior frontal gyrus distinguished the tone that was maintained in memory,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.7,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Inf_Orb_L,,,,,They used AAL,Frontal Interior Orb L,Frontal_Inf_Orb_L
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.72,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Inf_Tri_L,,,,,They used AAL,Frontal Inferior Tri L,Frontal_Inf_Tri_L
6,Decoding sequential stages of task preparation in the human brain,Perceptual,Figure 2,Stimulus,0.56,,2,1,Searchlight Peak,Multi-Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx2mm,unsmooth,Native Space,Movement Correction,None,7,,"-51,33,-12",MNI,,,,,,,,coordinate transfer,anterior left VLPFC,Frontal_Inf_Orb_L
1,"Multi-voxel coding of stimuli, Rules, and Responses in human frontoparietal cortex",Perceptual,Text,which color the stimulus was,0.513,,2,0,ROI,Multi-Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3.75mm,unsmooth,Native Space,Movement Correction,None,17,,"-38,26,24;38,26,24",MNI,,,,,,,,coordinate transfer,bi IFS_,Frontal_Inf_Tri_L;Frontal_Inf_Tri_R
1,"Multi-voxel coding of stimuli, Rules, and Responses in human frontoparietal cortex",Perceptual,Text,which position the stimulus was in,0.514,,2,0,ROI,Multi-Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3.75mm,unsmooth,Native Space,Movement Correction,None,17,,"-35,19,3;35,19,3",MNI,,,,,,,,coordinate transfer,bi AI/FO_,Insula_L;Insula_R
1,"Multi-voxel coding of stimuli, Rules, and Responses in human frontoparietal cortex",Perceptual,Text,which position the stimulus was in,0.547,,2,0,ROI,Multi-Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3.75mm,unsmooth,Native Space,Movement Correction,None,17,,"-38,26,24;38,26,24",MNI,,,,,,,,coordinate transfer,bi IFS,Frontal_Inf_Tri_L;Frontal_Inf_Tri_R
1,"Multi-voxel coding of stimuli, Rules, and Responses in human frontoparietal cortex",Perceptual,Text,which color the stimulus was,0.528,,2,1,ROI,Multi-Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3.75mm,unsmooth,Native Space,Movement Correction,None,17,,"-35,19,3;35,19,3",MNI,,,,,,,,coordinate transfer,bi AI/FO_,Insula_L;Insula_R
91,Differentiating Intended Sensory Outcome from Underlying Motor Actions in the Human Brain,Response,Table 3,which direction (vertical or horizontal) the hand trace was intended to go,0.56,,2,1,Searchlight Peak,Multi-Trial Multi-Time Point,svm-lin,0,3T,,unsmooth,coregistered,Movement Correction,None,10,,,,,,Cingulum_Ant_L; Cingulum_Ant_R,,,,,,,Cingulum_Ant_L; Cingulum_Ant_R
91,Differentiating Intended Sensory Outcome from Underlying Motor Actions in the Human Brain,Response,Table 1,which direction (vertical or horizontal) the hand trace was intended to go,0.63,,2,1,Searchlight Peak,Multi-Trial Multi-Time Point,svm-lin,0,3T,,unsmooth,coregistered,Movement Correction,None,10,,,,,,Precentral_R,,,,,,,Precentral_R
91,Differentiating Intended Sensory Outcome from Underlying Motor Actions in the Human Brain,Response,Table 1,which direction (vertical or horizontal) the hand trace was intended to go,0.64,,2,1,Searchlight Peak,Multi-Trial Multi-Time Point,svm-lin,0,3T,,unsmooth,coregistered,Movement Correction,None,10,,,,,,Frontal_Sup_L,,,,,,,Frontal_Sup_L
91,Differentiating Intended Sensory Outcome from Underlying Motor Actions in the Human Brain,Response,Table 1,which direction the hand trace was going,0.66,,2,1,Searchlight Peak,Multi-Trial Multi-Time Point,svm-lin,0,3T,,unsmooth,coregistered,Movement Correction,None,10,,,,,,Precentral_L,,,,,,,Precentral_L
87,Characterizing the Associative Content of Brain Structures Involved in Habitual and Goal-Directed Actions in Humans: A Multivariate fMRI Study,Response,Figure 3,decoded action at action time,0.51,,2,1,Searchlight Peak,Single Trial Multi-Time Point,GNB,0,3T,,unsmooth,coregistered,Movement Correction,Normalized Temporally,19,,"3,53,-20",,,,,,,,,,,Frontal_Sup_Orb_R
87,Characterizing the Associative Content of Brain Structures Involved in Habitual and Goal-Directed Actions in Humans: A Multivariate fMRI Study,Response,Figure 3,decoded action at action time,0.52,,2,1,Searchlight Peak,Single Trial Multi-Time Point,GNB,0,3T,,unsmooth,coregistered,Movement Correction,Normalized Temporally,19,,"60,17,34",,,,,,,,,,,Frontal_Inf_Oper_R
85,Dopamine D2-Receptor Blockade Enhances Decoding of Prefrontal Signals in Humans,Response,Figure 5,decode which finger used,0.57,,2,1,Searchlight Peak,Multi-Trial Multi-Time Point,svm-lin,0,3T,,unsmooth,coregistered,Movement Correction,None,53,,,,,6,,,,,,,,Precentral_R
85,Dopamine D2-Receptor Blockade Enhances Decoding of Prefrontal Signals in Humans,Response,Figure 5,decode which finger used,0.64,,2,1,Searchlight Peak,Multi-Trial Multi-Time Point,svm-lin,0,3T,,unsmooth,coregistered,Movement Correction,None,53,,,,,6,,,,,,,,Precentral_R
82,Stable Task Representations under Attentional Load Revealed with Multivariate Pattern Analysis of Human Brain Activity,Response,Figure 6,decode whether participants performed a saccade to target or anti-saccade to target tasks. The other accuracies are cross-attentional load condition decoding,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,,unsmooth,coregistered,Movement Correction,None,8,,,,,,Precentral_L,,,,,,,Precentral_L
82,Stable Task Representations under Attentional Load Revealed with Multivariate Pattern Analysis of Human Brain Activity,Response,Figure 6,decode whether participants performed a saccade to target or anti-saccade to target tasks. The other accuracies are cross-attentional load condition decoding,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,,unsmooth,coregistered,Movement Correction,None,8,,,,,,Frontal_Sup_L,,,,,,,Frontal_Sup_L
82,Stable Task Representations under Attentional Load Revealed with Multivariate Pattern Analysis of Human Brain Activity,Response,Figure 6,decode whether participants performed a saccade to target or anti-saccade to target tasks. The other accuracies are cross-attentional load condition decoding,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,,unsmooth,coregistered,Movement Correction,None,8,,,,,,Frontal_Sup_R,,,,,,,Frontal_Sup_R
82,Stable Task Representations under Attentional Load Revealed with Multivariate Pattern Analysis of Human Brain Activity,Response,Figure 4,decode whether participants performed a saccade to target or anti-saccade to target tasks. The other accuracies are cross-attentional load condition decoding,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,,unsmooth,coregistered,Movement Correction,None,8,,,,,,Frontal_Sup_L,,,,,,,Frontal_Sup_L
82,Stable Task Representations under Attentional Load Revealed with Multivariate Pattern Analysis of Human Brain Activity,Response,Figure 4,decode whether participants performed a saccade to target or anti-saccade to target tasks. The other accuracies are cross-attentional load condition decoding,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,,unsmooth,coregistered,Movement Correction,None,8,,,,,,Frontal_Sup_R,,,,,,,Frontal_Sup_R
82,Stable Task Representations under Attentional Load Revealed with Multivariate Pattern Analysis of Human Brain Activity,Response,Figure 4,decode whether participants performed a saccade to target or anti-saccade to target tasks. The other accuracies are cross-attentional load condition decoding,0.55,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,,unsmooth,coregistered,Movement Correction,None,8,,,,,,Precentral_R,,,,,,,Precentral_R
82,Stable Task Representations under Attentional Load Revealed with Multivariate Pattern Analysis of Human Brain Activity,Response,Figure 6,decode whether participants performed a saccade to target or anti-saccade to target tasks. The other accuracies are cross-attentional load condition decoding,0.52,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,,unsmooth,coregistered,Movement Correction,None,8,,,,,,Precentral_R,,,,,,,Precentral_R
82,Stable Task Representations under Attentional Load Revealed with Multivariate Pattern Analysis of Human Brain Activity,Response,Figure 4,decode whether participants performed a saccade to target or anti-saccade to target tasks. The other accuracies are cross-attentional load condition decoding,0.57,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,,unsmooth,coregistered,Movement Correction,None,8,,,,,,Precentral_L,,,,,,transformed by visually inspecting ROIs,Precentral_L
