PID,Title,Info.type,Source.in.paper,Task.variable.decoded,Accuracy.50,Accuracy.other,Num_classes,Significance,Roi.Search,Pattern.type,Classifier.type,Classifier.Fitted,Scanner,Resolution,Smoothing,Coregistration,Movement.Correction,Pattern.normalization.type,Num_subs,Talairach.Coordinates,MNI.Coordinates,Coordinate.Space,ROI.Atlas,BA,AAL,Desikan,OxHarvard,Destrieux,Unkown Atlas,Method.of.Assigning.Region,Region.name,Region.MD.1
16,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Image sub-categories natural vs manmade scenes,0.506,,2,0,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,AAL,,Cingulum_Ant_L; Cingulum_Ant_R; Frontal_Sup_Medial_R; Frontal_Sup_Medial_L,,,,,They used AAL,"aal cingulum-Ant, frontal-sup-med,frontal-med-orb",ACC
16,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Image sub-categories natural vs manmade scenes,0.515,,2,0,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,AAL,,Frontal_Inf_Orb_L; Frontal_Inf_Tri_L; Frontal_Inf_Oper_L; Frontal_Inf_Orb_R; Frontal_Inf_Tri_R; Frontal_Inf_Oper_R,,,,,They used AAL,"aal Frontal-Inf-Orb, Frontal-Inf-tri, Frontal-Inf-Oper",Insula_L;MFG_L;IFGop_L;Insula_L;MFGorb_R;Insula_R;IFGop_R;MFG_R;MFG_L;IFGop_L;Insula_L;MFGorb_L;Insula_R;Insula_R;IFGop_R
16,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Image sub-categories natural vs manmade scenes,0.532,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,AAL,,Frontal_Sup_L; Frontal_Sup_R,,,,,They used AAL,aal Frontal-Sup,ACC;MFGorb_L;PrecG_L;ACC;PrecG_R;MFGorb_R
16,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Image sub-categories male vs female faces,0.535,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,AAL,,Cingulum_Ant_L; Cingulum_Ant_R; Frontal_Sup_Medial_R; Frontal_Sup_Medial_L,,,,,They used AAL,"aal cingulum-Ant, frontal-sup-med,frontal-med-orb",ACC
16,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Image sub-categories male vs female faces,0.54,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,AAL,,Frontal_Sup_L; Frontal_Sup_R,,,,,They used AAL,aal Frontal-Sup,ACC;MFGorb_L;PrecG_L;ACC;PrecG_R;MFGorb_R
16,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Image sub-categories male vs female faces,0.547,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,AAL,,Frontal_Inf_Orb_L; Frontal_Inf_Tri_L; Frontal_Inf_Oper_L; Frontal_Inf_Orb_R; Frontal_Inf_Tri_R; Frontal_Inf_Oper_R,,,,,They used AAL,"aal Frontal-Inf-Orb, Frontal-Inf-tri, Frontal-Inf-Oper",Insula_L;MFG_L;IFGop_L;Insula_L;MFGorb_R;Insula_R;IFGop_R;MFG_R;MFG_L;IFGop_L;Insula_L;MFGorb_L;Insula_R;Insula_R;IFGop_R
16,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Image sub-categories male vs female faces,0.551,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,AAL,,Frontal_Mid_L; Frontal_Mid_R,,,,,They used AAL,aal Frontal-Mid,MFGorb_R;PrecG_R;IFGop_R;MFG_R;MFG_L;IFGop_L;MFGorb_L;PrecG_L
16,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Image sub-categories natural vs manmade scenes,0.552,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,AAL,,Frontal_Mid_L; Frontal_Mid_R,,,,,They used AAL,aal Frontal-Mid,MFGorb_R;PrecG_R;IFGop_R;MFG_R;MFG_L;IFGop_L;MFGorb_L;PrecG_L
16,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Whether they were viewing faces or scenes during encoding trials,0.58,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,AAL,,Frontal_Sup_Orb_L; Frontal_Mid_Orb_L;Frontal_Sup_Orb_R; Frontal_Mid_Orb_R,,,,,They used AAL,"aalFrontal sup-orb, Frontal-mid-orb",Outside_MD
16,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Whether they were viewing faces or scenes during encoding trials,0.69,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,AAL,,Frontal_Sup_L; Frontal_Sup_R,,,,,They used AAL,aal Frontal-Sup,ACC;MFGorb_L;PrecG_L;ACC;PrecG_R;MFGorb_R
16,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Whether they were viewing faces or scenes during encoding trials,0.7,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,AAL,,Frontal_Mid_L; Frontal_Mid_R,,,,,They used AAL,aal Frontal-Mid,MFGorb_R;PrecG_R;IFGop_R;MFG_R;MFG_L;IFGop_L;MFGorb_L;PrecG_L
16,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Whether they were viewing faces or scenes during encoding trials,0.74,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,AAL,,Cingulum_Ant_L; Cingulum_Ant_R; Frontal_Sup_Medial_R; Frontal_Sup_Medial_L,,,,,They used AAL,"aal cingulum-Ant, frontal-sup-med,frontal-med-orb",ACC
16,Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.,Perceptual,Table 1,Whether they were viewing faces or scenes during encoding trials,0.75,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.4mmx3.4mmx4mm,smoothed,coregistered,Movement Correction,Normalized Temporally,18,,,,AAL,,Frontal_Inf_Orb_L; Frontal_Inf_Tri_L; Frontal_Inf_Oper_L; Frontal_Inf_Orb_R; Frontal_Inf_Tri_R; Frontal_Inf_Oper_R,,,,,They used AAL,"aal Frontal-Inf-Orb, Frontal-Inf-tri, Frontal-Inf-Oper",Insula_L;MFG_L;IFGop_L;Insula_L;MFGorb_R;Insula_R;IFGop_R;MFG_R;MFG_L;IFGop_L;Insula_L;MFGorb_L;Insula_R;Insula_R;IFGop_R
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"24, 32",,,,,,atlas comparison,dACC R,ACC
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"8,9,46",,,,,,atlas comparison,DLPFC L, MFG_L
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"24, 32",,,,,,atlas comparison,rACC L,ACC
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,unkown,"24,32",,,,,rACC R,name similarity,rACC R,ACC
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"44,45,47,12",,,,,,atlas comparison,VLFPC L, Insula_L; IFGop_L
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"44,45,47,12",,,,,,atlas comparison,VLPFC R,Insula_R;IFGop_R
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"24, 32",,,,,,atlas comparison,dACC L,ACC
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"8,9,46",,,,,,atlas comparison,DLPFC R,MFG_R
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"24, 32",,,,,,atlas comparison,rACC L,ACC
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,unkown,,,,,,Anterior Insula L,name similarity,Anterior Insula L,Insula_L
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,unkown,,,,,,Anterior Insula L,name similarity,Anterior Insula L,Insula_L
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,unkown,,,,,,Anterior Insula R,name similarity,Anterior Insula R,Insula_R
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,unkown,"24,32",,,,,dACC L,name similarity,dACC L,ACC
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"24, 32",,,,,,atlas comparison,dACC R,ACC
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"24, 32",,,,,,atlas comparison,rACC R,ACC
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.55,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"10,11,12,13,14,47",,,,,,atlas comparison,OFC L, Insula_L; MFGorb_L
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.55,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"44,45,47,12",,,,,,atlas comparison,VLPFC R,Insula_R;IFGop_R
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.555,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"10,11,12,13,14,47",,,,,,atlas comparison,OFC L, Insula_L; MFGorb_L
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial before stimulation-,0.56,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"10,11,12,13,14,47",,,,,,atlas comparison,OFC R,MFGorb_R;Insula_R
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.56,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"10,11,12,13,14,47",,,,,,atlas comparison,OFC R,MFGorb_R;Insula_R
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.56,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"44,45,47,12",,,,,,atlas comparison,VLPFC L, Insula_L; IFGop_L
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.57,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,unkown,,,,,,Anterior Insula R,name similarity,Anterior Insula R,Insula_R
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.57,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"8,9,46",,,,,,atlas comparison,DLPFC L, MFG_L
11,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.57,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,BA,"8,9,46",,,,,,atlas comparison,DLPFC R,MFG_R
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.48,,2,0,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Sup_Orb_R,,,,,They used AAL,Frontal Sup Orb R,Outside_MD
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.51,,2,0,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Supp_Motor_Area_R,,,,,They used AAL,Supp Motor Area R,ACC;PrecG_L
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.53,,2,0,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Sup_Orb_L,,,,,They used AAL,Frontal Sup Orb L,Outside_MD
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.54,,2,0,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Cingulum_Ant_R,,,,,They used AAL,Anterior Cingulate R,ACC
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.54,,2,0,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Insula_L,,,,,They used AAL,Insula L,Insula_R
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.54,,2,0,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Insula_R,,,,,They used AAL,Insula R,Insula_L
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.54,,2,0,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Precentral_R,,,,,They used AAL,Precentral R,IFGop_L;PrecG_L
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.56,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Inf_Oper_R,,,,,They used AAL,Frontal Inf Oper R,MFG_L;IFGop_L;Insula_L
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.56,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Med_Orb_R,,,,,They used AAL,Frontal Med Orb R,Outside_MD
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.56,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Med_Orb_R,,,,,They used AAL,Frontal Mid Orb R,Outside_MD
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.57,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Med_Orb_L,,,,,They used AAL,Frontal Med Orb L,Outside_MD
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.57,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Supp_Motor_Area_L,,,,,They used AAL,SMA L,ACC;PrecG_R
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.58,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Inf_Orb_R,,,,,They used AAL,Frontal Inf Orb R,Insula_L
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.58,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Mid_R,,,,,They used AAL,Frontal Mid R,MFG_L;IFGop_L;MFGorb_L;PrecG_L
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.59,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Inf_Oper_L,,,,,They used AAL,Frontal Inf Oper L,Insula_R;IFGop_R
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.59,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Sup_R,,,,,They used AAL,Frontal Sup R,ACC;MFGorb_L;PrecG_L
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.6,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Mid_Orb_L,,,,,They used AAL,Frontal Mid Orb L,Outside_MD
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.6,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Sup_Medial_R,,,,,They used AAL,Frontal Sup Medial R,ACC
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.62,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Inf_Tri_R,,,,,They used AAL,Frontal Inf Tri R,MFG_L;IFGop_L;Insula_L;MFGorb_L
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.63,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Sup_Medial_L,,,,,They used AAL,Frontal Sup Medial L,ACC
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.64,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Sup_L,,,,,They used AAL,Frontal Sup L,ACC;PrecG_R;MFGorb_R
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.67,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Mid_L,,,,,They used AAL,Frontal Mid L,MFGorb_R;PrecG_R;IFGop_R;MFG_R
10,We used a linear support vector machine (SVM) classifier to determine whether patterns of activity from different brain areas could be decoded when participants held a low or high tone in WM.  inferior frontal gyrus distinguished the tone that was maintained in memory,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.7,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Inf_Orb_L,,,,,They used AAL,Frontal Interior Orb L,Insula_R
10,Decoding abstract and concrete concept representations based on single-trial fMRI data.,Perceptual,Figure 4,whether they were performing similarity judgments on abstract or concrete words,0.72,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,13,,,,AAL,,Frontal_Inf_Tri_L,,,,,They used AAL,Frontal Inferior Tri L,MFGorb_R;Insula_R;IFGop_R;MFG_R
6,Decoding sequential stages of task preparation in the human brain,Perceptual,Figure 2,Stimulus,0.56,,2,1,Searchlight Peak,Multi-Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx2mm,unsmooth,Native Space,Movement Correction,None,7,,"-51,33,-12",MNI,,,,,,,,coordinate transfer,anterior left VLPFC,Outside_MD
1,"Multi-voxel coding of stimuli, Rules, and Responses in human frontoparietal cortex",Perceptual,Text,which color the stimulus was,0.513,,2,0,ROI,Multi-Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3.75mm,unsmooth,Native Space,Movement Correction,None,17,,"-38,26,24;38,26,24",MNI,,,,,,,,coordinate transfer,bi IFS_,MFG_R;MFG_L
1,"Multi-voxel coding of stimuli, Rules, and Responses in human frontoparietal cortex",Perceptual,Text,which position the stimulus was in,0.514,,2,0,ROI,Multi-Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3.75mm,unsmooth,Native Space,Movement Correction,None,17,,"-35,19,3;35,19,3",MNI,,,,,,,,coordinate transfer,bi AI/FO_,Insula_R;Insula_L
1,"Multi-voxel coding of stimuli, Rules, and Responses in human frontoparietal cortex",Perceptual,Text,which position the stimulus was in,0.547,,2,0,ROI,Multi-Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3.75mm,unsmooth,Native Space,Movement Correction,None,17,,"-38,26,24;38,26,24",MNI,,,,,,,,coordinate transfer,bi IFS,MFG_R;MFG_L
