PID,Year,Title,Info.type,Source.in.paper,Task.variable.decoded,Accuracy.50,Accuracy.other,Num_classes,Significance,Roi.Search,Pattern.type,Classifier.type,Classifier.Fitted,Scanner,Resolution,Smoothing,Coregistration,Movement.Correction,Pattern.normalization.type,Num_subs,Num_trials,Num_class_types,Talairach.Coordinates,MNI.Coordinates,Coordinate.Space,ROI.Atlas,BA,AAL,Desikan,OxHarvard,Destrieux,Unkown Atlas,Method.of.Assigning.Region,Region.name,Voxel.numbers,Training.setsize,Accuracy.50.Median,Notes,More.Notes
11,2012,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.57,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,,,BA,"8,9,46",,,,,,atlas comparison,DLPFC L,NR,90,NA,,
11,2012,Decoding the perception of pain from fMRI using multivariate pattern analysis.,Perceptual,Figure 3,Whether subject perceived near threshold pain on a particular trial during stimulation,0.57,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,1,3T,3mmx3mmx3mm,smoothed,coregistered,Movement Correction,Normalized Temporally,16,,,,,,BA,"8,9,46",,,,,,atlas comparison,DLPFC R,NR,90,NA,,
12,2009,Training Improves Multitasking Performance by Increasing the Speed of Information Processing in Human Prefrontal Cortex,Rule,Figure 4,task auditory/vocal or visualmanual,0.56,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,1.8mmx1.8mmx3.5mm,unsmooth,coregistered,Movement Correction,Normalized Spatially,7,144,2,"-43,8,29","-43,7,32",Talairach,,,,,,,,coordinate transfer,IFJ L,100,126,NA,"they used t-values to select voxels (capping at 100), but the ROIs were not much bigger (~125 voxels)",
12,2009,Training Improves Multitasking Performance by Increasing the Speed of Information Processing in Human Prefrontal Cortex,Rule,Figure 4,task auditory/vocal or visualmanual,0.58,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,1.8mmx1.8mmx3.5mm,unsmooth,coregistered,Movement Correction,Normalized Spatially,7,144,2,"-43,8,29","-43,7,32",Talairach,,,,,,,,coordinate transfer,IFJ L,100,126,NA,,
12,2009,Training Improves Multitasking Performance by Increasing the Speed of Information Processing in Human Prefrontal Cortex,Rule,Figure 4 and text,task auditory/vocal or visualmanual,0.622,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,1.8mmx1.8mmx3.5mm,unsmooth,coregistered,Movement Correction,Normalized Spatially,7,144,2,"-43,8,29","-43,7,32",Talairach,,,,,,,,coordinate transfer,IFJ L,100,126,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grasp vs reach left,0.45,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-8,13,33","-8,12,37",Talairach,,,,,,,,coordinate transfer,preSMA left,68,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right reaching,0.46,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-32,34,35","-32,33,39",Talairach,,,,,,,,coordinate transfer,left DLPFC,54,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right grasping,0.47,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-32,34,35","-32,33,39",Talairach,,,,,,,,coordinate transfer,left DLPFC,54,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right reaching,0.47,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-32,34,35","-32,33,39",Talairach,,,,,,,,coordinate transfer,left DLPFC,54,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grasp vs reach left,0.47,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"3,12,38","3,10,42",Talairach,,,,,,,,coordinate transfer,preSMA right,52,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grasp vs reach left,0.48,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"26,-11,55","26,8,60",Talairach,,,,,,,,coordinate transfer,PMd right,63,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",reach vs grasp cross-left and right,0.48,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-48,-2,39","-48,4,42",Talairach,,,,,,,,coordinate transfer,PMv left,59,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right reaching,0.48,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"30,37,30","30,37,35",Talairach,,,,,,,,coordinate transfer,right DLPFC,46,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right grasping,0.49,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-8,13,33","-8,12,37",Talairach,,,,,,,,coordinate transfer,preSMA left,68,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grasp vs reach left,0.5,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-32,34,35","-32,33,39",Talairach,,,,,,,,coordinate transfer,left DLPFC,54,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right cross-grasping and reaching,0.5,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-32,34,35","-32,33,39",Talairach,,,,,,,,coordinate transfer,left DLPFC,54,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grasp vs reach left,0.5,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-28,-11,55","-28,-14,59",Talairach,,,,,,,,coordinate transfer,PMd left,73,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right cross-grasping and reaching,0.5,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-28,-11,55","-28,-14,59",Talairach,,,,,,,,coordinate transfer,PMd left,73,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",reach vs grasp cross-left and right,0.5,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-28,-11,55","-28,-14,59",Talairach,,,,,,,,coordinate transfer,PMd left,73,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.5,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"26,-11,55","-26,8,60",Talairach,,,,,,,,coordinate transfer,PMd right,63,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",reach vs grasp cross-left and right,0.5,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"26,-11,55","-26,8,60",Talairach,,,,,,,,coordinate transfer,PMd right,63,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right cross-grasping and reaching,0.5,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-48,-2,39","-48,4,42",Talairach,,,,,,,,coordinate transfer,PMv left,59,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",reach vs grasp cross-left and right,0.5,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-48,-2,39","-48,4,42",Talairach,,,,,,,,coordinate transfer,PMv left,59,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",reach vs grasp cross-left and right,0.5,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-8,13,33","-8,12,37",Talairach,,,,,,,,coordinate transfer,preSMA left,68,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right grasping,0.5,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"3,12,38","3,10,42",Talairach,,,,,,,,coordinate transfer,preSMA right,52,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right cross-grasping and reaching,0.5,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"3,12,38","3,10,42",Talairach,,,,,,,,coordinate transfer,preSMA right,52,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",reach vs grasp cross-left and right,0.5,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"3,12,38","3,10,42",Talairach,,,,,,,,coordinate transfer,preSMA right,52,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",reach vs grasp cross-left and right,0.5,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"30,37,30","30,37,35",Talairach,,,,,,,,coordinate transfer,right DLPFC,46,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",reach vs grasp cross-left and right,0.5,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"30,37,30","30,37,35",Talairach,,,,,,,,coordinate transfer,right DLPFC,46,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right cross-grasping and reaching,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-32,34,35","-32,33,39",Talairach,,,,,,,,coordinate transfer,left DLPFC,54,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",reach vs grasp cross-left and right,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-32,34,35","-32,33,39",Talairach,,,,,,,,coordinate transfer,left DLPFC,54,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right reaching,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-48,-2,39","-48,4,42",Talairach,,,,,,,,coordinate transfer,PMv left,59,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grasp vs reach left,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-48,-2,39","-48,4,42",Talairach,,,,,,,,coordinate transfer,PMv left,59,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-48,-2,39","-48,4,42",Talairach,,,,,,,,coordinate transfer,PMv left,59,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right grasping,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"54,-3,35","55,-5,38",Talairach,,,,,,,,coordinate transfer,PMv right,48,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right reaching,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"54,-3,35","55,-5,38",Talairach,,,,,,,,coordinate transfer,PMv right,48,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right reaching,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"54,-3,35","55,-5,38",Talairach,,,,,,,,coordinate transfer,PMv right,48,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right cross-grasping and reaching,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"54,-3,35","55,-5,38",Talairach,,,,,,,,coordinate transfer,PMv right,48,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",reach vs grasp cross-left and right,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"54,-3,35","55,-5,38",Talairach,,,,,,,,coordinate transfer,PMv right,48,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right cross-grasping and reaching,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"54,-3,35","55,-5,38",Talairach,,,,,,,,coordinate transfer,PMv right,48,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",reach vs grasp cross-left and right,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"54,-3,35","55,-5,38",Talairach,,,,,,,,coordinate transfer,PMv right,48,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-8,13,33","-8,12,37",Talairach,,,,,,,,coordinate transfer,preSMA left,68,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right cross-grasping and reaching,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-8,13,33","-8,12,37",Talairach,,,,,,,,coordinate transfer,preSMA left,68,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right grasping,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"3,12,38","3,10,42",Talairach,,,,,,,,coordinate transfer,preSMA right,52,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"3,12,38","3,10,42",Talairach,,,,,,,,coordinate transfer,preSMA right,52,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",reach vs grasp cross-left and right,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"3,12,38","3,10,42",Talairach,,,,,,,,coordinate transfer,preSMA right,52,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grasp vs reach left,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"30,37,30","30,37,35",Talairach,,,,,,,,coordinate transfer,right DLPFC,46,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right cross-grasping and reaching,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"30,37,30","30,37,35",Talairach,,,,,,,,coordinate transfer,right DLPFC,46,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",reach vs grasp cross-left and right,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-32,34,35","-32,33,39",Talairach,,,,,,,,coordinate transfer,left DLPFC,54,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right grasping,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"30,37,30","30,37,35",Talairach,,,,,,,,coordinate transfer,right DLPFC,46,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right reaching,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"30,37,30","30,37,35",Talairach,,,,,,,,coordinate transfer,right DLPFC,46,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"30,37,30","30,37,35",Talairach,,,,,,,,coordinate transfer,right DLPFC,46,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-32,34,35","-32,33,39",Talairach,,,,,,,,coordinate transfer,left DLPFC,54,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right grasping,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-32,34,35","-32,33,39",Talairach,,,,,,,,coordinate transfer,left DLPFC,54,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"26,-11,55","26,8,60",Talairach,,,,,,,,coordinate transfer,PMd right,63,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right cross-grasping and reaching,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"26,-11,55","26,8,60",Talairach,,,,,,,,coordinate transfer,PMd right,63,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grasp vs reach left,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-48,-2,39","-48,4,42",Talairach,,,,,,,,coordinate transfer,PMv left,59,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grasp vs reach left,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"54,-3,35","55,-5,38",Talairach,,,,,,,,coordinate transfer,PMv right,48,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"54,-3,35","55,-5,38",Talairach,,,,,,,,coordinate transfer,PMv right,48,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right reaching,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-8,13,33","-8,12,37",Talairach,,,,,,,,coordinate transfer,preSMA left,68,39,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",reach vs grasp cross-left and right,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"-8,13,33","-8,12,37",Talairach,,,,,,,,coordinate transfer,preSMA left,68,40,NA,,
13,2013,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right reaching,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,,,"3,12,38","3,10,42",Talairach,,,,,,,,coordinate transfer,preSMA right,52,39,NA,,
